"","subset_sensitivity","DOI","Column1","Author","Year.x","Journal","Title","Abstract","exclude_duplicate_study","Link","Extracted.by","Included","Reason.for.exclusion","Animal.model","Species","Strain","Sex.x","Age","Tested.drug.s.","Comparator","Outcome","Total.number.of.animals","Treatment.regimen","EAE_1_drug_mean","EAE_1_drug_n","EAE_1_drug_var","EAE_1_con_mean","EAE_1_con_n","EAE_1_con_var","EAE_1_data_type","MRI_1_drug_mean","MRI_1_drug_n","MRI_1_drug_var","MRI_1_con_mean","MRI_1_con_n","MRI_1_con_var","MRI_1_data_type","MRI.Outcome...36","Comment","Tested.drug.2","Outcome.drug.2","Treatment.regimen.drug.2...67","EAE_2_drug_mean","EAE_2_drug_n","EAE_2_drug_var","EAE_2_con_mean","EAE_2_con_n","EAE_2_con_var","EAE_2_data_type","...75","Tested.drug.3","Treatment.regimen.drug.2...77","EAE_3_drug_mean","EAE_3_drug_n","EAE_3_drug_var","EAE_3_con_mean","EAE_3_con_n","EAE_3_con_var","EAE_3_data_type","...85","MRI_2_drug_mean","MRI_2_drug_n","MRI_2_drug_var","MRI_2_con_mean","MRI_2_con_n","MRI_2_con_var","MRI_2_data_type","MRI.Outcome...93","...94","MRI_3_drug_mean","MRI_3_drug_n","MRI_3_drug_var","MRI_3_con_mean","MRI_3_con_n","MRI_3_con_var","MRI_3_data_type","MRI.Outcome...102","MRI_4_drug_mean","MRI_4_drug_n","MRI_4_drug_var","MRI_4_con_mean","MRI_4_con_n","MRI_4_con_var","MRI_4_data_type","MRI.Outcome...110","Species_in_study","status","status2","SYRCLE_allocation","SYRCLE_baselinegroups","SYRCLE_allocationconcealment","SYRCLE_randomhousing","SYRCLE_blindingcaregiver","SYRCLE_randomassessment","SYRCLE_blindingassessor","SYRCLE_incompleteoutcome","SYRCLE_selectivereporting","SYRCLE_other","First.author","Year.y","Paper.title","Model.1","Model.count.1","Model.2","Model.count.2","Species.1","Species.count.1","Species.2","Species.count.2","Sex.y","Outcome.histology","Outcome.behaviour","Outcome.imaging","Randomization","Randomization_QC","Blinding","Blinding_QC","Welfare","Welfare_QC","Conflict","Conflict_QC","Samplesize","Sample_QC","ARRIVE","ARRIVE_QC","Data_availability_statement","doi","email","Abstract.start","Introduction.start","Methods.start","Results.start","Discussion.start","Methods.range","Paper.range"
"101","blind","101016jexpneurol200604015",363,"S<c3><a4>ttler, M. B. and Demmer, I. and Williams, S. K. and Maier, K. and Merkler, D. and Gadjanski, I. and Stadelmann, C. and B<c3><a4>hr, M. and Diem, R.",2006,"Exp Neurol","Effects of interferon-beta-1a on neuronal survival under autoimmune inflammatory conditions","Interferon-beta-1a (IFN-beta-1a) is an approved treatment for multiple sclerosis (MS). It improves the disease course by reducing the relapse rate as well as the persistent neurological deficits. Recent MRI and post-mortem studies revealed that neuronal and axonal damage are most relevant for chronic disability in MS patients. We have characterized previously time course and mechanisms of neuronal apoptosis in a rat model of myelin oligodendrocyte glycoprotein (MOG)-induced optic neuritis. In this animal model, application of IFN-beta-1a three times per week slightly decreases the loss of retinal ganglion cells (RGCs), the neurons that form the axons within the optic nerve. In contrast to neurotrophic factors, this cytokine does not directly protect cultured RGCs from apoptosis. We conclude that IFN-beta-1a is a suitable candidate to be combined with a directly neuroprotective agent in order to further decrease axonal and neuronal degeneration in MS patients.","no",NA,"PH",1,NA,"EAE","rat","Brown Norway","female","9","Interferon Beta 1","control",1,NA,"0,1",0.3,6,NA,0.9,6,NA,"mean, SEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rat","Marketed",NA,"","","","","","","","","","",NA,NA,NA,"EAE","8","optic neuritis","2","rats","44","mouse","2","female","histology","behaviour","not reported","not reported","No manual check required","yes","Manual check recommended","yes","Manual check recommended","not reported","No manual check required","not reported","No manual check required","not reported","No manual check required","not reported",NA,"msaettl@gwdg.de","13","23","53","249","472","53 - 472","1 - 785"
"102","blind","101016jexpneurol201404003",354,"Reick, C. and Ellrichmann, G. and Th<c3><b6>ne, J. and Scannevin, R. H. and Saft, C. and Linker, R. A. and Gold, R.",2014,"Exp Neurol","Neuroprotective dimethyl fumarate synergizes with immunomodulatory interferon beta to provide enhanced axon protection in autoimmune neuroinflammation","INTRODUCTION: Despite recent advances in development of treatments for multiple sclerosis, there is still an unmet need for more effective and also safe therapies. Based on the modes of action of interferon-beta (IFN-<ce><b2>) and dimethyl fumarate (DMF), we hypothesized that anti-inflammatory and neuroprotective effects may synergize in experimental autoimmune encephalomyelitis (EAE). METHODS: EAE was induced in C57BL/6 mice by immunization with MOG35-55-peptide. Murine IFN-<ce><b2> was injected s.c. every other day at 10.000IU, and DMF was provided at 15mg/kg by oral gavage twice daily. Control mice received PBS injections and were treated by oral gavage with the vehicle methylcellulose. Mice were scored daily by blinded observers and histological, FACS and cytokine studies were performed to further elucidate the underlying mechanism of action. RESULTS: Combination therapy significantly ameliorated EAE disease course in comparison to controls and monotherapy with IFN-<ce><b2>. Histological analyses showed a significant effect on axon preservation with almost twice as much axons present in inflamed lesions as compared to control. Remarkably, the effect on axonal preservation was more pronounced under combination therapy than with both monotherapies. Neither monotherapy nor combination therapy demonstrated modulation of cytokines and frequency of antigen presenting cells. DISCUSSION: Combination of IFN-<ce><b2> and DMF resulted in greater beneficial effects with improved tissue protection as compared to the respective monotherapies. Further combination studies of these safe therapies in human disease are warranted.","no",NA,"PH",1,NA,"EAE","mouse","C57BL/6","female","9","Interferon Beta 1","control",3,NA,"1",2.8,24,0.6,5.5,23,0.4,"mean, SEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dimethyl fumarate",3,"2",3.8,25,0.4,5.5,23,0.4,"mean, SEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mouse","Marketed","Marketed","","","","","","","","","","",NA,NA,NA,"EAE","22","not reported","0","mice","21","mouse","3","female","histology","behaviour","not reported","not reported","No manual check required","yes","Manual check recommended","yes","Manual check recommended","yes","Manual check recommended","not reported","No manual check required","not reported","No manual check required","not reported","10.1016/j.expneurol.2014.04.003.","gisa.ellrichmann@rub.de","19","20","81","152","37","81 - 380","1 - 482"
"103","blind","101016jexpneurol201502006",465,"Zhang, Y. and Zhang, Y. P. and Pepinsky, B. and Huang, G. and Shields, L. B. E. and Shields, C. B. and Mi, S.",2015,"Experimental Neurology","Inhibition of LINGO-1 promotes functional recovery after experimental spinal cord demyelination","Blocking LINGO-1 has been shown to enhance remyelination in the rat lysolecithin-induced focal spinal cord demyelination model. We used transcranial magnetic motor-evoked potentials (tcMMEPs) to assess the effect of blocking LINGO-1 on recovery of axonal function in a mouse lysolecithin model at 1, 2 and 4. weeks after injury. The role of LINGO-1 was assessed using LINGO-1 knockout (KO) mice and in wild-type mice after intraperitoneal administration of anti-LINGO-1 antagonist monoclonal antibody (mAb3B5). Response rates (at 2 and 4. weeks) and amplitudes (at 4. weeks) were significantly increased in LINGO-1 KO and mAb3B5-treated mice compared with matched controls. The latency of potentials at 4. weeks was significantly shorter in mAb3B5-treated mice compared with controls. Lesion areas in LINGO-1 KO and mAb3B5-treated mice were reduced significantly compared with matched controls. The number of remyelinated axons within the lesions was increased and the G-ratios of the axons were decreased in both LINGO-1 KO and mAb3B5-treated mice compared with matched controls. These data provide morphometric and functional evidence of enhancement of remyelination associated with antagonism of LINGO-1.","no",NA,"PH",1,NA,"lysolecithin","mouse","C57BL/6","female",NA,"Opicinumab","control",1,40,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"age: adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mouse","Failed",NA,"","","","","","","","","","",NA,NA,NA,"lysolecithin","11","not reported","0","mice","37","mouse","4","female","histology","not reported","not reported","not reported","No manual check required","yes","No manual check required","yes","No manual check required","yes","Manual check recommended","yes","No manual check required","not reported","No manual check required","not reported",NA,"c(""zhangyongjie77@163.com"", ""yipingzhang50@gmail.com"", ""blake.pepinsky@biogenidec.com"", ""guanrong.huang@biogenidec.com"", ""LBES@earthlink.net"", ""cbshields1@gmail.com"", ""sha.mi@biogenidec.com"")","16","34","78","200","340","78 - 340","1 - 540"
"104","blind","101016jjaut200609006",280,"Mix, E. and Ibrahim, S. M. and Pahnke, J. and Glass, A. and Maz<c3><b3>n-Pel<c3><a1>ez, I. and Lemcke, S. and Koczan, D. and Gimsa, U. and Bansemer, S. and Scheel, T. and Karopka, T. and B<c3><b6>ttcher, T. and M<c3><bc>ller, J. and Dazert, E. and Antipova, V. and Hoffrogge, R. and Wree, A. and Zschiesche, M. and Strau<c3><9f>, U. and Kundt, G. and Warzok, R. and Gierl, L. and Rolfs, A.",2006,"Journal of Autoimmunity","3-Hydroxy-3-methylglutaryl coenzyme A reductase inhibitor Atorvastatin mediated effects depend on the activation status of target cells in PLP-EAE","The effect of Atorvastatin on transcriptional activity in murine experimental autoimmune encephalomyelitis (EAE) induced by PLP peptide 139-151 was analyzed by DNA microarray technique in lymph nodes and spinal cord at onset (10 days), height (20 days) and first remission (30 days) of disease. Fourteen genes were selectively influenced by Atorvastatin in EAE mice. They are mainly related to immune cell functions and regulation of cell-to-cell interaction. Interestingly, seven genes were also differentially regulated in CFA-injected control mice. But qualitative and quantitative differences to EAE mice argue for a dependency of statin effects on the activation status of target cells. Differential regulation of the newly detected candidate genes of statin effects COX-1 and HSP-105 and the previously known statin-responsive genes ICAM-1 and CD86 was confirmed by Western blot and immunohistochemistry. Flow cytometric analysis of lymph node cells revealed that the effect of Atorvastatin treatment in non-immunized healthy animals resembled the effect of immunization with PLP peptide regarding changes of T helper cells, activated B cells and macrophages. In EAE mice, these effects were partially reversed by Atorvastatin treatment. Monitoring of expression of the newly identified candidate genes and patterns of lymphocyte subpopulations might predict the responsiveness of multiple sclerosis patients to statin treatment. <c2><a9> 2006 Elsevier Ltd. All rights reserved.","no",NA,"WZ",1,NA,"EAE","mouse","SJL","male","7","Atorvastatin","control",NA,32,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mouse","Failed",NA,"","","","","","","","","","",NA,NA,NA,"EAE","42","not reported","0","mice","63","mouse","13","female and male","histology","behaviour","not reported","not reported","No manual check required","yes","No manual check required","yes","No manual check required","not reported","No manual check required","not reported","No manual check required","not reported","No manual check required","not reported",NA,"arndt.rolfs@med.uni-rostock.de","22","37","121","66","621","121 - 621","1 - 916"
"105","blind","101016jjneuroim200408011",242,"Li, W. W. and Setzu, A. and Zhao, C. and Franklin, R. J.",2005,"J Neuroimmunol","Minocycline-mediated inhibition of microglia activation impairs oligodendrocyte progenitor cell responses and remyelination in a non-immune model of demyelination","Minocycline, a tetracycline derivative, disrupts inflammatory processes within the CNS and reduces demyelination in experimental autoimmune encephalomyelitis. Several recent studies indicate that components of the inflammatory response to demyelination may be beneficial for the regenerative process of remyelination. In this study we examined the effects of minocycline on remyelination independent of its effects in limiting immune-mediated white matter damage using a toxin model of demyelination. Demyelinating lesions were induced by injection of ethidium bromide into caudal cerebellar peduncles of adult rats. Minocycline or PBS was administered by twice daily injections from day 1 prior to lesion-induction to post lesion day 3. Remyelination was assessed, blinded to grouping, using standard morphological criteria. The microglia activation within the lesion was assessed by examining the expression of OX-42 and major histocompatibility class II immunoreactivity. The oligodendrocyte progenitor cell (OPC) response was quantified by in situ hybridization using probes for OPC-expressed mRNAs, platelet-derived growth factor receptor-alpha and Olig-1. Minocycline treatment strongly inhibited microglia/macrophage activation at day 1 and day 3 post-lesion induction, and suppressed the OPC response to demyelination. We also found a significant decrease in the extent of oligodendrocyte but not Schwann cell remyelination in the minocycline-treated animals as compared with controls at 3 weeks post-lesion induction. These results indicate that microglia/macrophage activation is an important process for remyelination and further support the concept that suppression of inflammatory response may impair remyelination.","no",NA,"WZ",1,NA,"ethidium bromide","rat","Sprague-Dawley","female","9.5","Minocycline","control",3,54,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rat","Failed",NA,"unclear","unclear","unclear","unclear","low","unclear","low","unclear","unclear","low",NA,NA,NA,"ethidium bromide","2","not reported","0","rats","12","mouse","1","female","histology","behaviour","not reported","not reported","No manual check required","yes","Manual check recommended","not reported","No manual check required","not reported","No manual check required","not reported","No manual check required","not reported","No manual check required","not reported",NA,"rjf1000@cam.ac.uk","10","26","80","45","362","80 - 362","1 - 673"
"106","blind","101016jjneuroim200409006",149,"Giuliani, F. and Metz, L. M. and Wilson, T. and Fan, Y. and Bar-Or, A. and Wee Yong, V.",2005,"Journal of Neuroimmunology","Additive effect of the combination of glatiramer acetate and minocycline in a model of MS","There have been significant advances in the treatment of multiple sclerosis (MS) in recent years, but further improvement in therapy is required as not all patients have responded optimally. An approach to enhancing MS treatment is to combine drugs that impact on different aspects of the disease process. We have described that the tetracycline derivative, minocycline, attenuates the severity of experimental autoimmune encephalomyelitis (EAE), a model of MS. Here, we have evaluated the combination of minocycline and glatiramer acetate (GA), a current therapy in MS, on the course of EAE in mice. This combination resulted in a significant reduction of disease severity and disease burden with attenuation of the inflammation, axonal loss and demyelination. <c2><a9> 2004 Elsevier B.V. All rights reserved.","no",NA,"PH",1,NA,"EAE","mouse","C57BL/6",NA,"9","Glatiramer acetate","control",0,NA,"0",2.4,10,0.6,5.1,8,0.7,"mean, SEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minocycline",2,"2",9,11,0.5,6,8,1,"mean, SEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mouse","Marketed","Failed","","","","","","","","","","",NA,NA,NA,"EAE","27","not reported","0","mice","28","mouse","12","not reported","histology","behaviour","not reported","not reported","No manual check required","yes","Manual check recommended","not reported","No manual check required","not reported","No manual check required","not reported","No manual check required","not reported","No manual check required","not reported",NA,"vyong@ucalgary.ca","13","22","81","79","315","81 - 315","1 - 632"
"107","blind","101016jjneuroim200504020",148,"Giuliani, F. and Fu, S. A. and Metz, L. M. and Yong, V. W.",2005,"J Neuroimmunol","Effective combination of minocycline and interferon-beta in a model of multiple sclerosis","The objective of the current study was to investigate whether minocycline improves the effect of an existing multiple sclerosis (MS) medication, interferon-beta, on experimental autoimmune encephalomyelitis (EAE) in mice. When used at sub-optimal doses, neither medication affected EAE but their combination at these doses led to the significant alleviation of EAE disease severity scores and histological outcomes. In culture, the toxicity of T cells to neurons was alleviated by their prior exposure to minocycline or interferon-beta and their combination further attenuated neuronal death. Collectively, these results suggest the utility of the combination of minocycline and interferon-beta in MS.","no",NA,"PH",1,NA,"EAE","mouse","C57BL/6",NA,"10","Minocycline","control",0,NA,"1",3.4,8,NA,6.2,7,NA,"mean, SEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Interferon Beta 1",0,"1",3.4,7,NA,0,7,NA,"mean, SEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mouse","Failed","Marketed","","","","","","","","","","",NA,NA,NA,"EAE","8","not reported","0","mice","19","mouse","10","not reported","histology","behaviour","not reported","not reported","No manual check required","yes","Manual check recommended","not reported","No manual check required","not reported","No manual check required","not reported","No manual check required","not reported","No manual check required","not reported",NA,"vyong@ucalgary.ca","13","21","98","94","308","98 - 308","1 - 672"
"108","blind","101016jjneuroim200911018",114,"Du, S. and Sandoval, F. and Trinh, P. and Voskuhl, R. R.",2010,"J Neuroimmunol","Additive effects of combination treatment with anti-inflammatory and neuroprotective agents in experimental autoimmune encephalomyelitis","We studied the effects of combination treatment with an anti-inflammatory agent, interferon (IFN)-beta, and a putative neuroprotective agent, an estrogen receptor (ER)-beta ligand, during EAE. Combination treatment significantly attenuated EAE disease severity, preserved axonal densities in spinal cord, and reduced CNS inflammation. Combining ERbeta treatment with IFNbeta reduced IL-17, while it abrogated IFNbeta-mediated increases in Th1 and Th2 cytokines from splenocytes. Additionally, combination treatment reduced VLA-4 expression on CD4+ T cells, while it abrogated IFNbeta-mediated decreases in MMP-9. Our data demonstrate that combination treatments can result in complex effects that could not have been predicted based on monotherapy data alone.","no",NA,"IEB",1,NA,"EAE","mouse","C57BL/B6.Cg-IgHMOGy1-YFP","female","9","Interferon Beta 1","control",1,NA,"0",1.2,6,0.55,2.9,9,0.4,"mean, SD",NA,NA,NA,NA,NA,NA,NA,NA,"drugs used: Recombinant mouse interferon- beta (IFNÎ²) and ERÎ² ligand diarylpropionitrile (estrogen receptor ligand); mouse strain has a long weird name",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mouse","Marketed",NA,"","","","","","","","","","",NA,NA,NA,"EAE","48","not reported","0","mice","30","sheep","4","female","histology","behaviour","not reported","not reported","No manual check required","yes","No manual check required","yes","Manual check recommended","not reported","No manual check required","not reported","No manual check required","not reported","No manual check required","not reported",NA,"rvoskuhl@ucla.edu","13","28","74","49","379","74 - 379","1 - 658"
"109","blind","101016jjneuroim201401005",231,"Kretzschmar, B. and Hein, K. and Moinfar, Z. and K<c3><b6>nnecke, B. and S<c3><a4>ttler, M. B. and Hess, H. and Weissert, R. and B<c3><a4>hr, M.",2014,"J Neuroimmunol","Treatment with atacicept enhances neuronal cell death in a rat model of optic neuritis","We investigated the effect of atacicept, a recombinant fusion protein blocking BLyS and APRIL and acting on B cells, on degeneration of retinal ganglion cells (RGCs) during experimental autoimmune encephalomyelitis (EAE). We used myelin oligodendrocyte glycoprotein in Brown Norway rats to induce a variant of EAE which involves B cells and leads to severe optic neuritis. Intraperitoneal treatment with atacicept at some of the studied dose levels (100 or 200 <ce><bc>g) resulted in increased apoptosis of retinal ganglion cells whereas at a tenfold lower dose or in vehicle-treated animals no such effect became apparent. Also the extent of inflammation, demyelination, and axonal loss of the optic nerve was more pronounced in rats treated with the higher atacicept dose level. The present study describes observational evidence for adverse effects of atacicept on neuronal survival during EAE.","no",NA,"WZ",1,NA,"EAE","rat","C57BL/6","female","9","Atacicept","control",2,57,"0,1",2.1,10,0.5,1.4,15,0.3,"mean, SEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rat","Failed",NA,"","","","","","","","","","",NA,NA,NA,"EAE","11","not reported","0","rats","28","not reported","NA","female","histology","behaviour","not reported","not reported","No manual check required","yes","Manual check recommended","yes","Manual check recommended","not reported","No manual check required","not reported","No manual check required","not reported","No manual check required","not reported",NA,"Benedikt.Kretzschmar@med.uni-goettingen.de","15","30","78","168","272","78 - 272","1 - 537"
"110","blind","101016jjneuroim201410004",165,"Haghmorad, D. and Amini, A. A. and Mahmoudi, M. B. and Rastin, M. and Hosseini, M. and Mahmoudi, M.",2014,"J Neuroimmunol","Pregnancy level of estrogen attenuates experimental autoimmune encephalomyelitis in both ovariectomized and pregnant C57BL/6 mice through expansion of Treg and Th2 cells","Pregnancy suppressive effect on autoimmune diseases including Multiple Sclerosis and Rheumatoid Arthritis may result from high levels of sex steroids such as estrogen and estriol. This study was designed to reveal the molecular and cellular mechanisms underlying the effect of estrogen on MS alleviation. Female C57BL/6 mice were immunized with MOG35-55. Clinical scores and other relevant parameters were monitored daily. Brain and spinal cord histology was performed to measure lymphocyte infiltration and central nervous system demyelination. Th1/Th2/Th17 and Treg cell profiles were determined through ELISA, flow cytometry, and real-time PCR. Transcription factor expression levels in the CNS were assessed by real-time PCR and T cell differentiation was explored through flow cytometry examination. Pregnancy and pregnancy level of estrogen alleviated clinical manifestations in EAE induced mice, reduced CNS demyelination and cell infiltration, suppressed spleen T cell proliferation, enhanced production of anti-inflammatory cytokines in splenocytes and increased the percentage of Th2 and Treg cells. Furthermore, the results of real-time PCR for transcription factors and related cytokines of Th1/Th2/Th17 and Treg cells in CNS showed reduced expression levels of Th1 and Th17 transcription factors, including T-bet and ROR-<ce><b3>t, and decreased Th1 and Th17 cytokines including IFN-<ce><b3>, TNF-<ce><b1>, IL-17 and IL-23. These results are the first to indicate that pregnancy and pregnancy level of estrogen ameliorate the EAE condition by favoring Treg and Th2 differentiation through induced expression of Foxp3 and GATA3 in the CNS. Moreover, pregnancy and pregnancy level of estrogen decreased mRNA levels of T-bet and ROR-<ce><b3>t in the CNS.","no",NA,"PH",1,NA,"EAE","mouse","C57BL/6","female","10","Estriol","control",1,38,"0",0.9,10,0.3,4.1,9,0.3,"mean, SEM",NA,NA,NA,NA,NA,NA,NA,NA,"data from WT vs Pregnant mice also available- here ovarectomized with placebo vs ovarectomized with estradiol treatment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mosue","Failed",NA,"","","","","","","","","","",NA,NA,NA,"EAE","28","not reported","0","mice","47","mouse","2","female and male","histology","behaviour","not reported","not reported","No manual check required","yes","No manual check required","yes","Manual check recommended","yes","Manual check recommended","not reported","No manual check required","not reported","No manual check required","not reported",NA,"Mahmoudim@mums.ac.ir","20","41","112","34","718","112 - 718","1 - 1025"
"111","blind","101016jjneuroim201505010",106,"Demir, S. and Heckers, S. and Pedreiturria, X. and Hess, D. and Trampe, A. K. and Chan, A. and Gold, R.",2015,"Journal of Neuroimmunology","Low dose fumaric acid esters are effective in a mouse model of spontaneous chronic encephalomyelitis","In this study we examined the role of fumaric acid esters (FAE) in a spontaneous and chronic animal model, the opticospinal EAE (OSE). Preventive treatment of dimethylfumarate (DMF) promotes onset of disease in animals treated with high dose DMF. This group also exhibited a significantly exacerbated disease course in a therapeutic treatment as compared to the low dose DMF approach, where less demyelination, macrophage infiltration, and increased Nrf2 expression in the spinal cord were observed. We conclude that low dose DMF treatment is effective in the therapy of the spontaneous opticospinal EAE model and mediates neuroprotective effects via the oxidative stress response pathway.","no",NA,"IEB",1,NA,"OSE","mouse","TCRMOGxIgHMOG",NA,NA,"Dimethyl fumarate","control",1,NA,"1,2",4.55,20,0.45,6,19,0.4,"mean, SEM",NA,NA,NA,NA,NA,NA,NA,NA,"higher dose of DMF was extracted, but lower dose had larger effect size  (highest DMF dose has been extracted);  mouse model: Transgenic 2D2 mice harboring a MOG35â€“55 specific T-cell receptor. IgHMOG mice, also referred to as Th mice which contain MOG specific B cells. All mice were backcrossed to the C57BL/6 background for more than 10 generations. --> spontaneous and chronic animal model, the opticospinal EAE (OSE)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mouse","Marketed",NA,"","","","","","","","","","",NA,NA,NA,"EAE","4","not reported","0","mice","13","rabbit","2","not reported","histology","behaviour","not reported","not reported","No manual check required","yes","No manual check required","yes","Manual check recommended","yes","No manual check required","not reported","No manual check required","not reported","No manual check required","not reported",NA,"seray.demir@rub.de","10","22","65","43","228","65 - 228","1 - 411"
"112","blind","101016jjneuroim201505018",427,"Turner, M. J. and Pang, P. T. and Chretien, N. and Havari, E. and LaMorte, M. J. and Oliver, J. and Pande, N. and Masterjohn, E. and Carter, K. and Reczek, D. and Brondyk, W. and Roberts, B. L. and Kaplan, J. M. and Siders, W. M.",2015,"J Neuroimmunol","Reduction of inflammation and preservation of neurological function by anti-CD52 therapy in murine experimental autoimmune encephalomyelitis","Alemtuzumab, a monoclonal antibody directed against human CD52, is used in the treatment of MS. To characterize the impact of anti-CD52 administration, a monoclonal antibody to mouse CD52 (anti-muCD52) was generated and evaluated in EAE mouse models of MS. A single course of anti-muCD52 provided a therapeutic benefit accompanied by a reduction in the frequency of autoreactive T lymphocytes and production of pro-inflammatory cytokines. Examination of the CNS revealed a decrease in infiltrating lymphocytes, demyelination and axonal loss. Electrophysiological assessment showed preservation of axonal conductance in the spinal cord. These findings suggest that anti-CD52 therapy may help preserve CNS integrity.","no",NA,"PH",1,NA,"EAE","mouse",NA,NA,NA,"Alemtuzumab","control",1,NA,"2",0,10,0,2.4,10,0.4,"mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mouse","Marketed",NA,"","","","","","","","","","",NA,NA,NA,"EAE","21","not reported","0","mice","43","mouse","12","not reported","histology","behaviour","not reported","not reported","No manual check required","yes","No manual check required","yes","No manual check required","yes","No manual check required","not reported","No manual check required","not reported","No manual check required","not reported",NA,"michael.turner@genzyme.com","17","31","92","40","427","92 - 427","1 - 698"
